Alpha,Assn_0,Assn_1,Assn_2,Assn_3,Assn_4,Assn_5,BER,Iteration,LL,Theta
1.0,26.0,35.0,31.0,36.0,38.0,27.0,0.0,0,0.0,0.0408163265306
0.99899283844,32.0,23.0,28.0,26.0,35.0,32.0,0.665854472819,1,-71.3279417178,0.0391669864349
0.99899283844,36.0,24.0,37.0,26.0,32.0,32.0,0.661204988319,2,-62.8408767184,0.0391669864349
0.99899283844,31.0,22.0,37.0,26.0,25.0,32.0,0.684729418423,3,-63.221823526,0.0391669864349
