Alpha,Assn_0,Assn_1,BER,Iteration,LL,Theta
1.0,37.0,41.0,0.0,0,0.0,0.04081632653061224
0.78087257719583,16.0,12.0,0.8885185185185185,1,-248.28743992815487,-0.007835742759202631
0.8219775497595234,19.0,12.0,0.8585941064244536,2,-233.3622459370515,-0.003961158689829879
0.8460419518834094,20.0,12.0,0.8685185185185185,3,-226.11303118360354,-0.004012752686195239
0.8835449489535983,21.0,12.0,0.8607804232804233,4,-222.8053769557955,-0.0005966578250199564
