Alpha,Assn_0,Assn_1,BER,Iteration,LL,Theta
1.0,194.0,158.0,0.0,0,0.0,0.00888888888889
1.27797443459,49.0,36.0,0.678909813384,1,-4280.35469912,0.00803628773815
1.3737879279,65.0,54.0,0.665156391037,2,-4075.16536433,0.00845281366262
1.44374719531,84.0,46.0,0.664801648937,3,-3888.90025638,0.0085964795897
1.47082600478,90.0,46.0,0.709429370035,4,-3877.78467482,0.00873596928564
1.48232733515,93.0,46.0,0.716902617228,5,-3871.549677,0.00877693364646
1.51630460264,93.0,56.0,0.688058965557,6,-3852.50603848,0.0087492672202
1.52181491897,95.0,52.0,0.654053634194,7,-3858.10622759,0.00875803715421
