Alpha,Assn_0,Assn_1,BER,Iteration,LL,Theta
1.0,169.0,173.0,0.0,0,0.0,0.00888888888889
1.30770070963,50.0,24.0,0.735600522772,1,-4315.87488765,0.0100177473783
1.38845846174,51.0,69.0,0.646841576645,2,-4068.76703911,0.00985308541896
1.47146842808,53.0,90.0,0.608765102106,3,-3979.21461396,0.00958347851346
1.506178726,53.0,100.0,0.610535790284,4,-3954.56575635,0.00943647443052
1.50789894692,29.0,111.0,0.716827766421,5,-4027.05594531,0.00934216736957
