Alpha,Assn_0,Assn_1,BER,Iteration,LL,Theta
1.0,82.0,78.0,0.0,0,0.0,0.0188679245283
1.09482456497,51.0,27.0,0.9201822143,1,-1742.2102903,0.016430813878
1.16431613987,51.0,56.0,0.824291353542,2,-1603.2125429,0.0154856161513
1.19592702394,51.0,61.0,0.826962251203,3,-1586.55558141,0.0157575941243
