Alpha,Assn_0,Assn_1,Assn_2,Assn_3,BER,Iteration,LL,Theta
1.0,29.0,35.0,32.0,35.0,0.0,0,0.0,0.0408163265306
1.00491641434,17.0,26.0,28.0,20.0,0.711241653852,1,-124.669369725,0.0373097162415
1.00491641434,19.0,29.0,27.0,24.0,0.695718152494,2,-122.065903584,0.0373097162415
1.00491641434,21.0,29.0,14.0,26.0,0.709821755727,3,-130.426730502,0.0373097162415
