Alpha,Assn_0,Assn_1,Assn_2,Assn_3,BER,Iteration,LL,Theta
1.0,26.0,37.0,27.0,32.0,0.0,0,0.0,0.0408163265306
1.00289909017,27.0,19.0,20.0,20.0,0.714352949409,1,-125.345602661,0.0382769378172
1.00289909017,26.0,19.0,20.0,29.0,0.718981544386,2,-120.479391706,0.0382769378172
1.00289909017,28.0,26.0,19.0,25.0,0.688214379883,3,-121.321757588,0.0382769378172
