Alpha,Assn_0,Assn_1,BER,Iteration,LL,Theta
1.0,92.0,78.0,0.0,0,0.0,0.0188679245283
1.08185682123,46.0,28.0,0.917648496842,1,-1789.25085935,0.0156158559115
1.10232205794,33.0,52.0,0.924426300595,2,-1703.26921237,0.0147189050709
1.16758219057,57.0,51.0,0.829255532622,3,-1600.24366614,0.0135306036039
1.19036214775,62.0,51.0,0.827123467537,4,-1581.20253908,0.0133988009181
