Alpha,Assn_0,Assn_1,BER,BIC,Iteration,LL,Theta
1.0,114.0,123.0,0.0,17211.9336832,0,0.0,0.0123456790123
1.10252079501,40.0,73.0,0.870616883117,17211.9336832,1,-7290.81715936,0.0106127175725
1.14821861677,39.0,83.0,0.828008501546,17211.9336832,2,-7346.50582969,0.0112230792013
