Alpha,Assn_0,Assn_1,Assn_2,Assn_3,BER,BIC,Iteration,LL,Theta
1.0,92.0,99.0,94.0,86.0,0.0,7946.31725152,0,0.0,0.0606060606061
0.998840398164,56.0,58.0,73.0,59.0,0.662381615498,7946.31725152,1,-3681.81692496,0.0603915656364
0.998840398164,62.0,62.0,75.0,64.0,0.674759771689,7946.31725152,2,-3491.98323617,0.0603915656364
1.00676509369,62.0,60.0,79.0,64.0,0.669934003679,7946.31725152,3,-3469.22053682,0.0600101334109
1.00676509369,62.0,60.0,79.0,64.0,0.676022278816,7946.31725152,4,-3469.13172298,0.0600101334109
