Alpha,Assn_0,Assn_1,Assn_2,Assn_3,BER,Iteration,LL,Theta
1.0,172.0,173.0,178.0,189.0,0.0,0,0.0,0.00888888888889
1.02311999141,47.0,63.0,100.0,69.0,0.621528314098,1,-1830.82254905,0.00852980935116
1.07207536999,69.0,94.0,108.0,78.0,0.60716746005,2,-1755.48303365,0.00846191881382
1.0997489342,78.0,102.0,109.0,84.0,0.605533566899,3,-1693.29460087,0.00836391999195
1.11647953143,80.0,101.0,109.0,95.0,0.608985844848,4,-1710.50991388,0.00832363895106
