Alpha,Assn_0,Assn_1,Assn_2,Assn_3,BER,BIC,Iteration,LL,Theta
1.0,35.0,35.0,37.0,42.0,0.0,2114.11389072,0,0.0,0.0408163265306
0.999185217906,18.0,24.0,20.0,21.0,0.710625862664,2114.11389072,1,-533.788087989,0.0384281584758
0.999185217906,18.0,31.0,21.0,25.0,0.715326795549,2114.11389072,2,-497.53471609,0.0384281584758
0.999185217906,18.0,32.0,21.0,25.0,0.714381629176,2114.11389072,3,-497.214749462,0.0384281584758
