Alpha,Assn_0,Assn_1,BER,BIC,Iteration,LL,Theta
1.0,84.0,96.0,0.0,8789.97741524,0,0.0,0.03125
1.19783244482,44.0,47.0,0.718074809927,8789.97741524,1,-4140.88671889,0.0234230619952
1.26970122906,49.0,55.0,0.717750995475,8789.97741524,2,-3950.4474176,0.0226350524656
1.31231666722,52.0,59.0,0.728224068266,8789.97741524,3,-3914.40735174,0.0220537098492
1.31231666722,53.0,60.0,0.734482708068,8789.97741524,4,-3913.19828585,0.0220537098492
