Alpha,Assn_0,Assn_1,Assn_2,Assn_3,BER,BIC,Iteration,LL,Theta
1.0,96.0,69.0,85.0,84.0,0.0,8749.25493127,0,0.0,0.02734375
0.999266593475,58.0,46.0,70.0,67.0,0.705353061222,8749.25493127,1,-3713.38202376,0.0267952619753
1.02858011976,59.0,53.0,71.0,76.0,0.710285600362,8749.25493127,2,-3537.17067823,0.0246134367795
1.03271192429,60.0,46.0,73.0,76.0,0.719046910845,8749.25493127,3,-3528.92437203,0.0243363225645
1.03302023223,65.0,38.0,66.0,76.0,0.746067470697,8749.25493127,4,-3467.32839461,0.0239331041252
1.04400840781,65.0,51.0,66.0,77.0,0.72207613307,8749.25493127,5,-3413.56831438,0.0235185909874
1.04400840781,65.0,54.0,65.0,76.0,0.722880375587,8749.25493127,6,-3411.04662209,0.0235185909874
1.04400840781,66.0,55.0,65.0,76.0,0.724940094008,8749.25493127,7,-3412.35666202,0.0235185909874
