Alpha,Assn_0,Assn_1,BER,BIC,Iteration,LL,Theta
1.0,34.0,29.0,0.0,1254.52315489,0,0.0,0.166666666667
1.11001214276,19.0,12.0,0.858594106424,1254.52315489,1,-583.911509641,0.148669982991
1.2136277328,23.0,12.0,0.830639347639,1254.52315489,2,-554.48209198,0.141055437577
