Alpha,Assn_0,Assn_1,Assn_2,Assn_3,BER,BIC,Iteration,LL,Theta
1.0,30.0,31.0,32.0,30.0,0.0,942.32783153,0,0.0,0.125
1.0,18.0,19.0,17.0,16.0,0.628101273404,942.32783153,1,-333.93351391,0.125
1.0,19.0,19.0,21.0,18.0,0.636460944027,942.32783153,2,-302.368633117,0.125
1.0,19.0,19.0,21.0,19.0,0.634633458647,942.32783153,3,-301.721290627,0.125
1.0,19.0,20.0,21.0,17.0,0.64320990542,942.32783153,4,-302.432956375,0.125
