Alpha,Assn_0,Assn_1,BER,BIC,Iteration,LL,Theta
1.0,32.0,31.0,0.0,1264.51956257,0,0.0,0.046511627907
1.03632896422,12.0,12.0,0.635195035461,1264.51956257,1,-422.488159012,0.0392555137986
1.03632896422,13.0,16.0,0.612549340826,1264.51956257,2,-412.981089929,0.0392555137986
