Alpha,Assn_0,Assn_1,BER,BIC,Iteration,LL,Theta
1.0,20.0,33.0,0.0,1724.25484628,0,0.0,0.0425531914894
1.02320048319,19.0,6.0,0.894242254573,1724.25484628,1,-641.341008469,0.035159036597
1.02320048319,21.0,12.0,0.86078042328,1724.25484628,2,-593.403169108,0.035159036597
1.02320048319,21.0,16.0,0.816636904762,1724.25484628,3,-617.778606688,0.035159036597
