Alpha,Assn_0,Assn_1,BER,BIC,Iteration,LL,Theta
1.0,79.0,82.0,0.0,7225.82398342,0,0.0,0.0338983050847
1.129457552,36.0,46.0,0.77357210038,7225.82398342,1,-3773.32462181,0.0330924535455
1.13679583882,25.0,51.0,0.97702866387,7225.82398342,2,-3452.59627899,0.0324936199503
1.23455665169,59.0,51.0,0.832326538902,7225.82398342,3,-3177.97838346,0.0316117280557
1.23722595319,62.0,51.0,0.827123467537,7225.82398342,4,-3166.85654878,0.0313815185924
