Alpha,Assn_0,Assn_1,Assn_2,Assn_3,BER,BIC,Iteration,LL,Theta
1.0,113.0,112.0,120.0,122.0,0.0,17960.8209846,0,0.0,0.0123456790123
0.997688245481,92.0,76.0,72.0,85.0,0.711693155183,17960.8209846,1,-6763.60723334,0.0124046523643
0.997688245481,93.0,85.0,75.0,81.0,0.71416515613,17960.8209846,2,-6554.85019673,0.0124046523643
0.997688245481,95.0,89.0,71.0,83.0,0.718716033614,17960.8209846,3,-6513.36527402,0.0124046523643
0.99915453828,95.0,89.0,73.0,82.0,0.718819876,17960.8209846,4,-6490.17069685,0.012098171278
1.0186641743,94.0,89.0,73.0,94.0,0.717655253874,17960.8209846,5,-6428.98395879,0.0118236228006
1.04487986495,96.0,90.0,74.0,99.0,0.717460771651,17960.8209846,6,-6378.21730602,0.0114364487663
1.05210890444,95.0,88.0,74.0,100.0,0.723500833665,17960.8209846,7,-6353.84973473,0.0110296090297
1.05210890444,95.0,88.0,74.0,102.0,0.723910282484,17960.8209846,8,-6350.1111278,0.0110296090297
