Alpha,Assn_0,Assn_1,BER,BIC,Iteration,LL,Theta
1.0,82.0,81.0,0.0,7911.01412615,0,0.0,0.0188679245283
1.06932636935,34.0,45.0,0.925684210526,7911.01412615,1,-3503.61808205,0.0158773070218
1.16620531229,57.0,51.0,0.822418587318,7911.01412615,2,-3181.20516662,0.0148895360707
1.19585306099,61.0,51.0,0.826962251203,7911.01412615,3,-3160.04152319,0.0151694032966
