Alpha,Assn_0,Assn_1,Assn_2,Assn_3,BER,BIC,Iteration,LL,Theta
1.0,31.0,24.0,24.0,28.0,0.0,1165.90258521,0,0.0,0.166666666667
1.0,26.0,33.0,20.0,24.0,0.706366550117,1165.90258521,1,-473.385449102,0.166666666667
1.0,22.0,29.0,20.0,24.0,0.731297039594,1165.90258521,2,-464.824852771,0.166666666667
1.0,25.0,29.0,26.0,24.0,0.725442315051,1165.90258521,3,-440.11524578,0.166666666667
1.0,20.0,30.0,26.0,24.0,0.748210470085,1165.90258521,4,-437.39232167,0.166666666667
