Alpha,Assn_0,Assn_1,BER,Iteration,LL,Theta
1.0,173.0,180.0,0.0,0,0.0,0.0114285714286
1.32562545399,18.0,57.0,0.706659486206,1,-8492.20329769,0.0129425277612
1.39268879272,32.0,79.0,0.701298847834,2,-7920.26948162,0.0130803371063
1.423993743,46.0,82.0,0.717888285505,3,-7819.59454788,0.0131014766631
1.423993743,46.0,83.0,0.715589278575,4,-7817.96313155,0.0131014766631
1.43824663979,50.0,84.0,0.654162986007,5,-7800.40304282,0.0129770485542
1.47189088046,60.0,84.0,0.656277628366,6,-7833.36121314,0.0128257036117
